qaOrder,lemma,patternId,exampleId,pl,normalized,hash,file,fileSize,technicalStatus,humanQaStatus,humanQaNote,exact_polish
161,skończyć,vp-p-skonczyc-activity-completion-accusative-task-313aface876d,vp-e-skonczyc-activity-completion-accusative-task-primary-566872c70b32,Skończyłem pracę.,Skończyłem pracę.,dba97a28222a,audio/dba97a28222a.mp3,13248,PASS,PENDING,,Skończyłem pracę.
162,skończyć,vp-p-skonczyc-activity-completion-infinitive-fe6bb9137b16,vp-e-skonczyc-activity-completion-infinitive-primary-7bd436a23cb0,Skończyłem pisać raport.,Skończyłem pisać raport.,e38a1e5b1228,audio/e38a1e5b1228.mp3,15552,PASS,PENDING,,Skończyłem pisać raport.
163,skończyć,vp-p-skonczyc-definitive-cessation-z-instrumental-ceased-activity-3c516acbd5d3,vp-e-skonczyc-definitive-cessation-z-instrumental-ceased-activity-primary-c8d8a1d2ae7c,Skończyłem z paleniem.,Skończyłem z paleniem.,21ae85830122,audio/21ae85830122.mp3,14112,PASS,PENDING,,Skończyłem z paleniem.
164,spotkać się,vp-p-spotkac-sie-completed-social-meeting-z-instrumental-meeting-partner-a82c7326513e,vp-e-spotkac-sie-completed-social-meeting-z-instrumental-meeting-partner-primary-e499d57682e8,Spotkałem się z przyjaciółmi.,Spotkałem się z przyjaciółmi.,1c975b980221,audio/1c975b980221.mp3,15552,PASS,PENDING,,Spotkałem się z przyjaciółmi.
165,spotykać się,vp-p-spotykac-sie-recurring-social-meeting-z-instrumental-meeting-partner-eb03feb8a1cf,vp-e-spotykac-sie-recurring-social-meeting-z-instrumental-meeting-partner-primary-cd5bd788df54,Spotykam się z przyjaciółmi.,Spotykam się z przyjaciółmi.,9d0791f1549d,audio/9d0791f1549d.mp3,15408,PASS,PENDING,,Spotykam się z przyjaciółmi.
166,uczyć,vp-p-uczyc-school-subject-teaching-accusative-learner-genitive-school-subject-c13e48134fab,vp-e-uczyc-school-subject-teaching-accusative-learner-genitive-school-subject-primary-afe03cb19953,Pani Nowak uczy moją córkę matematyki.,Pani Nowak uczy moją córkę matematyki.,f4a782b65440,audio/f4a782b65440.mp3,19152,PASS,PENDING,,Pani Nowak uczy moją córkę matematyki.
167,uczyć,vp-p-uczyc-teaching-instruction-accusative-learner-genitive-taught-content-e9e27ed70d09,vp-e-uczyc-teaching-instruction-accusative-learner-genitive-taught-content-primary-da5f62d042ab,Babcia uczy wnuczkę cierpliwości.,Babcia uczy wnuczkę cierpliwości.,04d96f3f813d,audio/04d96f3f813d.mp3,17856,PASS,PENDING,,Babcia uczy wnuczkę cierpliwości.
168,uczyć,vp-p-uczyc-teaching-instruction-accusative-learner-infinitive-taught-skill-51f9d5a971ec,vp-e-uczyc-teaching-instruction-accusative-learner-infinitive-taught-skill-primary-87ceb0631e11,Ojciec uczy syna pływać.,Ojciec uczy syna pływać.,de2b76f21638,audio/de2b76f21638.mp3,14976,PASS,PENDING,,Ojciec uczy syna pływać.
169,uczyć,vp-p-uczyc-teaching-instruction-accusative-learner-interrogative-taught-content-f0b113d314d3,vp-e-uczyc-teaching-instruction-accusative-learner-interrogative-taught-content-primary-207d2033481e,"Instruktor uczy kursantów, jak reagować w niebezpiecznej sytuacji.","Instruktor uczy kursantów, jak reagować w niebezpiecznej sytuacji.",b50c137e103c,audio/b50c137e103c.mp3,27936,PASS,PENDING,,"Instruktor uczy kursantów, jak reagować w niebezpiecznej sytuacji."
170,uczyć,vp-p-uczyc-teaching-instruction-accusative-learner-ze-taught-proposition-fe4e3872b662,vp-e-uczyc-teaching-instruction-accusative-learner-ze-taught-proposition-primary-975d9abbd148,"Rodzice uczą dzieci, że warto mówić prawdę.","Rodzice uczą dzieci, że warto mówić prawdę.",58cbb1655370,audio/58cbb1655370.mp3,21744,PASS,PENDING,,"Rodzice uczą dzieci, że warto mówić prawdę."
171,uczyć,vp-p-uczyc-teaching-instruction-accusative-person-o-locative-taught-topic-f8be42a99b76,vp-e-uczyc-teaching-instruction-accusative-person-o-locative-taught-topic-primary-3a2af65b1933,Nauczycielka uczy uczniów o polskich zwyczajach.,Nauczycielka uczy uczniów o polskich zwyczajach.,2848b6bfb70b,audio/2848b6bfb70b.mp3,21024,PASS,PENDING,,Nauczycielka uczy uczniów o polskich zwyczajach.
172,umówić się,vp-p-umowic-sie-meeting-arrangement-do-genitive-appointment-venue-881bb1978064,vp-e-umowic-sie-meeting-arrangement-do-genitive-appointment-venue-primary-3fa7e419239d,Umówiłem się z żoną do lekarza.,Umówiłem się z żoną do lekarza.,7aed3a914036,audio/7aed3a914036.mp3,16416,PASS,PENDING,,Umówiłem się z żoną do lekarza.
173,umówić się,vp-p-umowic-sie-meeting-arrangement-z-instrumental-partner-na-accusative-event-512880bb1cfc,vp-e-umowic-sie-meeting-arrangement-z-instrumental-partner-na-accusative-event-primary-bb139173f421,Umówiłem się z kolegą na kawę.,Umówiłem się z kolegą na kawę.,825d2c8b0220,audio/825d2c8b0220.mp3,15984,PASS,PENDING,,Umówiłem się z kolegą na kawę.
174,umówić się,vp-p-umowic-sie-mutual-agreement-interrogative-agreement-clause-7c400f3cc2e0,vp-e-umowic-sie-mutual-agreement-interrogative-agreement-clause-primary-e181b31f29be,"Umówiłem się z zespołem, kto za co odpowiada.","Umówiłem się z zespołem, kto za co odpowiada.",72fa42b008f5,audio/72fa42b008f5.mp3,21024,PASS,PENDING,,"Umówiłem się z zespołem, kto za co odpowiada."
175,umówić się,vp-p-umowic-sie-mutual-agreement-na-accusative-agreed-term-8963cb9eace5,vp-e-umowic-sie-mutual-agreement-na-accusative-agreed-term-primary-4491db09435a,Umówiłem się z szefem na podwyżkę.,Umówiłem się z szefem na podwyżkę.,ffb64558a6a9,audio/ffb64558a6a9.mp3,16848,PASS,PENDING,,Umówiłem się z szefem na podwyżkę.
176,umówić się,vp-p-umowic-sie-mutual-agreement-o-accusative-agreed-subject-5462e462071a,vp-e-umowic-sie-mutual-agreement-o-accusative-agreed-subject-primary-5c0f6848ad84,Umówiłem się ze sprzedawcą o cenę.,Umówiłem się ze sprzedawcą o cenę.,ef1d401a6ef0,audio/ef1d401a6ef0.mp3,17136,PASS,PENDING,,Umówiłem się ze sprzedawcą o cenę.
177,umówić się,vp-p-umowic-sie-mutual-agreement-ze-agreement-clause-7bd69d017be0,vp-e-umowic-sie-mutual-agreement-ze-agreement-clause-primary-71f1b15a9c4b,"Umówiłem się z bratem, że pomoże mi w przeprowadzce.","Umówiłem się z bratem, że pomoże mi w przeprowadzce.",677917ce3ad6,audio/677917ce3ad6.mp3,23184,PASS,PENDING,,"Umówiłem się z bratem, że pomoże mi w przeprowadzce."
178,umówić się,vp-p-umowic-sie-mutual-agreement-zeby-agreed-action-clause-e927a5a3852e,vp-e-umowic-sie-mutual-agreement-zeby-agreed-action-clause-primary-c3d6675f3906,"Umówiłem się z kolegą, żeby zachować to w tajemnicy.","Umówiłem się z kolegą, żeby zachować to w tajemnicy.",98eb12b5c21d,audio/98eb12b5c21d.mp3,23328,PASS,PENDING,,"Umówiłem się z kolegą, żeby zachować to w tajemnicy."
179,unikać,vp-p-unikac-avoidance-genitive-object-14de4f7c3cbf,vp-e-unikac-avoidance-genitive-object-primary-a24e269d6745,Unikam słodyczy.,Unikam słodyczy.,2f23ffd19cb9,audio/2f23ffd19cb9.mp3,13248,PASS,PENDING,,Unikam słodyczy.
180,wiedzieć,vp-p-wiedziec-factual-knowledge-accusative-known-content-8613699d1015,vp-e-wiedziec-factual-knowledge-accusative-known-content-primary-af3be430b5d7,Wiem to od dawna.,Wiem to od dawna.,cd1bb70c1660,audio/cd1bb70c1660.mp3,12816,PASS,PENDING,,Wiem to od dawna.
181,wiedzieć,vp-p-wiedziec-factual-knowledge-interrogative-queried-content-a6cbbaeeed2d,vp-e-wiedziec-factual-knowledge-interrogative-queried-content-primary-c5994c0c247d,"Nie wiem, czy zdążymy na pociąg.","Nie wiem, czy zdążymy na pociąg.",1d70e3b1d4f1,audio/1d70e3b1d4f1.mp3,18144,PASS,PENDING,,"Nie wiem, czy zdążymy na pociąg."
182,wiedzieć,vp-p-wiedziec-factual-knowledge-o-locative-known-topic-7cc2b664036c,vp-e-wiedziec-factual-knowledge-o-locative-known-topic-primary-1397bbe39ad6,Wiem o twoich problemach.,Wiem o twoich problemach.,a2a66d276f1a,audio/a2a66d276f1a.mp3,14832,PASS,PENDING,,Wiem o twoich problemach.
183,wiedzieć,vp-p-wiedziec-factual-knowledge-ze-known-proposition-92187b61e9b6,vp-e-wiedziec-factual-knowledge-ze-known-proposition-primary-d2b935865737,"Wiem, że masz teraz dużo pracy.","Wiem, że masz teraz dużo pracy.",2514b25e4a85,audio/2514b25e4a85.mp3,18000,PASS,PENDING,,"Wiem, że masz teraz dużo pracy."
184,wracać,vp-p-wracac-return-to-earlier-place-do-genitive-return-goal-fc411a55770a,vp-e-wracac-return-to-earlier-place-do-genitive-return-goal-primary-6a154c239f96,Wracam do mieszkania.,Wracam do mieszkania.,495c10f4143b,audio/495c10f4143b.mp3,13824,PASS,PENDING,,Wracam do mieszkania.
185,wracać,vp-p-wracac-return-to-earlier-place-z-genitive-return-source-f1d10124dbc7,vp-e-wracac-return-to-earlier-place-z-genitive-return-source-primary-4ad38aa144e1,Wracam z kina.,Wracam z kina.,f5899a238e3e,audio/f5899a238e3e.mp3,12672,PASS,PENDING,,Wracam z kina.
186,wrócić,vp-p-wrocic-completed-return-to-earlier-place-do-genitive-return-goal-35008726a507,vp-e-wrocic-completed-return-to-earlier-place-do-genitive-return-goal-primary-185587357d8e,Wrócę do mieszkania.,Wrócę do mieszkania.,6d18ab587b02,audio/6d18ab587b02.mp3,13392,PASS,PENDING,,Wrócę do mieszkania.
187,wrócić,vp-p-wrocic-completed-return-to-earlier-place-z-genitive-return-source-ac3bbf0213a8,vp-e-wrocic-completed-return-to-earlier-place-z-genitive-return-source-primary-a6af58fee31c,Wróciłem z kina.,Wróciłem z kina.,bab668d854c8,audio/bab668d854c8.mp3,13104,PASS,PENDING,,Wróciłem z kina.
188,wyjechać,vp-p-wyjechac-transport-departure-z-genitive-source-74d593bc190d,vp-e-wyjechac-transport-departure-z-genitive-source-primary-9ed86c9df487,Wyjadę z miasta.,Wyjadę z miasta.,aa17cff6160c,audio/aa17cff6160c.mp3,13104,PASS,PENDING,,Wyjadę z miasta.
189,wyjść,vp-p-wyjsc-literal-exit-from-place-do-genitive-destination-d4644eb3d84e,vp-e-wyjsc-literal-exit-from-place-do-genitive-destination-primary-f731d0c85541,Wyjdę do ogrodu.,Wyjdę do ogrodu.,864bb03fa79d,audio/864bb03fa79d.mp3,12816,PASS,PENDING,,Wyjdę do ogrodu.
190,wyjść,vp-p-wyjsc-literal-exit-from-place-na-accusative-destination-6d4c7a0e2af6,vp-e-wyjsc-literal-exit-from-place-na-accusative-destination-primary-c6f55bbecf96,Wyjdę na balkon.,Wyjdę na balkon.,76073abfe8aa,audio/76073abfe8aa.mp3,12816,PASS,PENDING,,Wyjdę na balkon.
191,wymagać,vp-p-wymagac-person-requires-behavior-genitive-required-content-df8b16f46328,vp-e-wymagac-person-requires-behavior-genitive-required-content-primary-d32dc86b13a2,Szef wymaga lojalności od pracowników.,Szef wymaga lojalności od pracowników.,1e0e5e2b80ec,audio/1e0e5e2b80ec.mp3,19152,PASS,PENDING,,Szef wymaga lojalności od pracowników.
192,wymagać,vp-p-wymagac-person-requires-behavior-zeby-clause-87a4b5c4a708,vp-e-wymagac-person-requires-behavior-zeby-clause-primary-ad9155bd77c4,"Szef wymaga, żeby pracownicy przychodzili punktualnie.","Szef wymaga, żeby pracownicy przychodzili punktualnie.",3e0cb09156c7,audio/3e0cb09156c7.mp3,24624,PASS,PENDING,,"Szef wymaga, żeby pracownicy przychodzili punktualnie."
193,wymagać,vp-p-wymagac-situation-requires-content-zeby-clause-9ff1a49e3833,vp-e-wymagac-situation-requires-content-zeby-clause-primary-33fc863c146b,"Sytuacja wymaga, żeby wszyscy zachowali spokój.","Sytuacja wymaga, żeby wszyscy zachowali spokój.",3462e84baada,audio/3462e84baada.mp3,23472,PASS,PENDING,,"Sytuacja wymaga, żeby wszyscy zachowali spokój."
194,wziąć,vp-p-wziac-bounded-literal-taking-accusative-entity-optional-instrumental-means-f9d7a954b360,vp-e-wziac-bounded-literal-taking-accusative-entity-optional-instrumental-means-primary-ac88bcb19be4,Wziąłem kostkę lodu szczypcami.,Wziąłem kostkę lodu szczypcami.,b40376466e0d,audio/b40376466e0d.mp3,16992,PASS,PENDING,,Wziąłem kostkę lodu szczypcami.
195,wziąć,vp-p-wziac-bounded-literal-taking-accusative-entity-za-accusative-gripped-part-413cdd4a5efd,vp-e-wziac-bounded-literal-taking-accusative-entity-za-accusative-gripped-part-primary-78cd9c25b7f7,Wziąłem dziecko za rękę.,Wziąłem dziecko za rękę.,9f0f2162174a,audio/9f0f2162174a.mp3,14976,PASS,PENDING,,Wziąłem dziecko za rękę.
196,wziąć,vp-p-wziac-fixed-participation-w-locative-participation-target-45b686043181,vp-e-wziac-fixed-participation-w-locative-participation-target-primary-30b8f031f3f4,Wziąłem udział w konferencji.,Wziąłem udział w konferencji.,76f31776b9fc,audio/76f31776b9fc.mp3,16704,PASS,PENDING,,Wziąłem udział w konferencji.
197,zacząć,vp-p-zaczac-bounded-onset-accusative-activity-38443464062f,vp-e-zaczac-bounded-onset-accusative-activity-primary-c1b57b02d11c,Zacząłem lekcję.,Zacząłem lekcję.,6e10f3e8e76f,audio/6e10f3e8e76f.mp3,13248,PASS,PENDING,,Zacząłem lekcję.
198,zacząć,vp-p-zaczac-bounded-onset-infinitive-1e4ee5a05b41,vp-e-zaczac-bounded-onset-infinitive-primary-b9a7d4742bf2,Zacząłem czytać książkę.,Zacząłem czytać książkę.,aa6eeec08797,audio/aa6eeec08797.mp3,15120,PASS,PENDING,,Zacząłem czytać książkę.
199,zamawiać,vp-p-zamawiac-commissioning-ordering-accusative-item-77f0d7b8ea93,vp-e-zamawiac-commissioning-ordering-accusative-item-primary-639ca37b35f1,Zamawiam pizzę.,Zamawiam pizzę.,445b64e8dcba,audio/445b64e8dcba.mp3,13248,PASS,PENDING,,Zamawiam pizzę.
200,zamawiać,vp-p-zamawiac-commissioning-ordering-dative-beneficiary-53e12b766e52,vp-e-zamawiac-commissioning-ordering-dative-beneficiary-primary-7efd21fd66ee,Zamawiam mężowi prezent.,Zamawiam mężowi prezent.,9152010935fa,audio/9152010935fa.mp3,15840,PASS,PENDING,,Zamawiam mężowi prezent.
201,zamawiać,vp-p-zamawiac-commissioning-ordering-dla-genitive-beneficiary-aa459101d761,vp-e-zamawiac-commissioning-ordering-dla-genitive-beneficiary-primary-b0129c18848f,Zamawiam prezent dla żony.,Zamawiam prezent dla żony.,cfae756233e1,audio/cfae756233e1.mp3,16128,PASS,PENDING,,Zamawiam prezent dla żony.
202,zamawiać,vp-p-zamawiac-commissioning-ordering-u-genitive-provider-aaee9dea3569,vp-e-zamawiac-commissioning-ordering-u-genitive-provider-primary-ffee21a3c720,Zamawiam meble u stolarza.,Zamawiam meble u stolarza.,fd92a2de4aab,audio/fd92a2de4aab.mp3,16272,PASS,PENDING,,Zamawiam meble u stolarza.
203,zapominać,vp-p-zapominac-failure-to-act-infinitive-failure-fafcf8be6dbf,vp-e-zapominac-failure-to-act-infinitive-failure-primary-e5d006ede9fe,Zapominam zadzwonić.,Zapominam zadzwonić.,9cec7948963a,audio/9cec7948963a.mp3,14400,PASS,PENDING,,Zapominam zadzwonić.
204,zapominać,vp-p-zapominac-recall-failure-accusative-object-dec63a04d469,vp-e-zapominac-recall-failure-accusative-object-primary-b9f81b42c88c,Zapominam tę twarz.,Zapominam tę twarz.,87e950462aed,audio/87e950462aed.mp3,14256,PASS,PENDING,,Zapominam tę twarz.
205,zapominać,vp-p-zapominac-recall-failure-genitive-object-e9584e3f3d06,vp-e-zapominac-recall-failure-genitive-object-primary-ba575c516f08,Zapominam numeru telefonu.,Zapominam numeru telefonu.,925763703230,audio/925763703230.mp3,16128,PASS,PENDING,,Zapominam numeru telefonu.
206,zapominać,vp-p-zapominac-recall-failure-interrogative-forgotten-content-df9fe02aa7e1,vp-e-zapominac-recall-failure-interrogative-forgotten-content-primary-2c3d88f08955,"Zapominam, czy zamknąłem drzwi.","Zapominam, czy zamknąłem drzwi.",4b94069b8494,audio/4b94069b8494.mp3,18144,PASS,PENDING,,"Zapominam, czy zamknąłem drzwi."
207,zapominać,vp-p-zapominac-recall-failure-o-locative-topic-3ae353f3aca1,vp-e-zapominac-recall-failure-o-locative-topic-primary-cd011863b67c,Zapominam o spotkaniu.,Zapominam o spotkaniu.,cb6d624da8ea,audio/cb6d624da8ea.mp3,14688,PASS,PENDING,,Zapominam o spotkaniu.
208,zapominać,vp-p-zapominac-recall-failure-ze-content-clause-373201abe569,vp-e-zapominac-recall-failure-ze-content-clause-primary-dd22fe1a0f98,"Zapominam, że mam spotkanie.","Zapominam, że mam spotkanie.",3023b077de1d,audio/3023b077de1d.mp3,17568,PASS,PENDING,,"Zapominam, że mam spotkanie."
209,zapraszać,vp-p-zapraszac-invitation-accusative-invitee-do-genitive-destination-c20fa60e63d4,vp-e-zapraszac-invitation-accusative-invitee-do-genitive-destination-primary-faad749337f9,Zapraszam cię do domu.,Zapraszam cię do domu.,485fb2bf832d,audio/485fb2bf832d.mp3,13680,PASS,PENDING,,Zapraszam cię do domu.
210,zapraszać,vp-p-zapraszac-invitation-accusative-invitee-na-accusative-event-26af6e831dc4,vp-e-zapraszac-invitation-accusative-invitee-na-accusative-event-primary-9a0f53a63948,Zapraszam cię na urodziny.,Zapraszam cię na urodziny.,1c603f6d707f,audio/1c603f6d707f.mp3,14688,PASS,PENDING,,Zapraszam cię na urodziny.
211,zgadzać się,vp-p-zgadzac-sie-consent-direct-speech-consent-1fb0ed252e68,vp-e-zgadzac-sie-consent-direct-speech-consent-primary-52d7308d3c0d,"Zapytałem, czy możemy zacząć jutro. „Zgadzam się” — odpowiedział.","Zapytałem, czy możemy zacząć jutro. „Zgadzam się” — odpowiedział.",62b4959430ad,audio/62b4959430ad.mp3,34992,PASS,PENDING,,"Zapytałem, czy możemy zacząć jutro. „Zgadzam się” — odpowiedział."
212,zgadzać się,vp-p-zgadzac-sie-consent-infinitive-consented-action-3deaf8c16029,vp-e-zgadzac-sie-consent-infinitive-consented-action-primary-6a6517a8b6f4,Zgadzam się zapłacić połowę.,Zgadzam się zapłacić połowę.,45dc80797f7b,audio/45dc80797f7b.mp3,16128,PASS,PENDING,,Zgadzam się zapłacić połowę.
213,zgadzać się,vp-p-zgadzac-sie-consent-na-accusative-consented-proposal-56ddf96f49b9,vp-e-zgadzac-sie-consent-na-accusative-consented-proposal-primary-c3cd964d247e,Zgadzam się na twoją propozycję.,Zgadzam się na twoją propozycję.,c87a92ba8b9f,audio/c87a92ba8b9f.mp3,16848,PASS,PENDING,,Zgadzam się na twoją propozycję.
214,zgadzać się,vp-p-zgadzac-sie-consent-zeby-consented-event-374c6d38e54a,vp-e-zgadzac-sie-consent-zeby-consented-event-primary-1043761cba4e,"Zgadzam się, żebyś został dłużej.","Zgadzam się, żebyś został dłużej.",4637e0839349,audio/4637e0839349.mp3,19584,PASS,PENDING,,"Zgadzam się, żebyś został dłużej."
215,zgadzać się,vp-p-zgadzac-sie-opinion-agreement-direct-speech-agreement-5bc6f6d0b8f2,vp-e-zgadzac-sie-opinion-agreement-direct-speech-agreement-primary-68b81c122c44,"Powiedziałem, że film był świetny. „Zgadzam się” — dodała.","Powiedziałem, że film był świetny. „Zgadzam się” — dodała.",6c3ce9da7820,audio/6c3ce9da7820.mp3,34272,PASS,PENDING,,"Powiedziałem, że film był świetny. „Zgadzam się” — dodała."
216,zgadzać się,vp-p-zgadzac-sie-opinion-agreement-z-instrumental-agreement-partner-96c914c9d145,vp-e-zgadzac-sie-opinion-agreement-z-instrumental-agreement-partner-primary-273c94c967fe,Zgadzam się z tobą.,Zgadzam się z tobą.,1753c72171cd,audio/1753c72171cd.mp3,13680,PASS,PENDING,,Zgadzam się z tobą.
217,zgadzać się,vp-p-zgadzac-sie-opinion-agreement-ze-agreed-proposition-3db18e243b6f,vp-e-zgadzac-sie-opinion-agreement-ze-agreed-proposition-primary-12715dbab6e3,"Zgadzam się z nim, że to dobry pomysł.","Zgadzam się z nim, że to dobry pomysł.",feb8c899741a,audio/feb8c899741a.mp3,19440,PASS,PENDING,,"Zgadzam się z nim, że to dobry pomysł."
218,życzyć,vp-p-zyczyc-good-wishes-dative-recipient-genitive-wished-thing-beac7693a927,vp-e-zyczyc-good-wishes-dative-recipient-genitive-wished-thing-primary-1cc886da91d6,Życzę ci zdrowia i szczęścia.,Życzę ci zdrowia i szczęścia.,732561f322de,audio/732561f322de.mp3,16416,PASS,PENDING,,Życzę ci zdrowia i szczęścia.
219,życzyć,vp-p-zyczyc-good-wishes-dative-recipient-zeby-wished-event-654b4d943db7,vp-e-zyczyc-good-wishes-dative-recipient-zeby-wished-event-primary-a8734cc6795f,"Życzę ci, żebyś zdał ten egzamin.","Życzę ci, żebyś zdał ten egzamin.",cf8bcb825e00,audio/cf8bcb825e00.mp3,20304,PASS,PENDING,,"Życzę ci, żebyś zdał ten egzamin."
